User_ID,Gender,Age,Location,Verification,Sexual_orientation,Sexual_polarity,Looking_for,Points_Rank,Last_login,Member_since,Number_of_Comments_in_public_forum,Time_spent_chating_H:M,Number_of_advertisments_posted,Number_of_offline_meetings_attended,Profile_pictures,Risk
9073,male,48,A,Non_Verified,Heterosexual,Switch,Men_and_Women,0,1,16.8.2012,0,0:00:00,2,0,0,unknown_risk
9075,male,29,A,Non_Verified,Heterosexual,Submisive,Nobody,15,1,16.8.2012,0,57:52:00,0,0,0,unknown_risk
9076,male,37,M,Non_Verified,Heterosexual,Dominant,Women,16,18,17.8.2012,1,0:40:00,0,0,3,unknown_risk
9077,male,48,L,Non_Verified,Heterosexual,Dominant,Nobody,0,1634,17.8.2012,0,0:09:00,0,0,0,unknown_risk
9078,male,35,H,Non_Verified,Heterosexual,Dominant,Nobody,0,649,17.8.2012,0,0:00:00,0,0,0,unknown_risk
9079,male,49,J,Non_Verified,Heterosexual,Dominant,Nobody,0,79,17.8.2012,0,0:00:00,0,0,0,unknown_risk
9080,male,58,C,Non_Verified,bisexual,Dominant,Nobody,0,1716,17.8.2012,0,0:00:00,0,0,0,unknown_risk
9082,male,37,C,Non_Verified,bisexual,Dominant,Nobody,0,1022,17.8.2012,0,0:00:00,0,0,0,unknown_risk
9085,male,63,A,Non_Verified,Heterosexual,Dominant,Women,15,90,17.8.2012,0,0:01:00,0,0,0,unknown_risk
9086,male,56,A,Non_Verified,bisexual,Switch,Nobody,0,1716,17.8.2012,0,0:00:00,0,0,0,unknown_risk
9087,male,36,A,Non_Verified,Heterosexual,Dominant,Women,0,878,17.8.2012,0,0:03:00,0,0,0,unknown_risk
9090,male,66,B,Non_Verified,bisexual,Submisive,Nobody,25,262,17.8.2012,0,0:00:00,1,0,2,unknown_risk
9093,male,40,N,Non_Verified,Heterosexual,Dominant,Nobody,0,1714,17.8.2012,0,0:00:00,0,0,0,unknown_risk
9095,female,43,F,Non_Verified,bisexual,Switch,Nobody,17,1397,17.8.2012,2,34:50:00,0,0,0,unknown_risk
9098,female,25,A,Non_Verified,Heterosexual,Submisive,Nobody,0,1716,17.8.2012,0,0:00:00,0,0,0,unknown_risk
91,female,28,H,Non_Verified,bisexual,Dominant,Nobody,0,1872,10.11.2009,0,0:00:00,0,0,0,unknown_risk
9100,male,29,L,Non_Verified,Heterosexual,Dominant,Women,15,3,17.8.2012,0,1:01:00,0,0,0,unknown_risk
9101,male,26,A,Non_Verified,Heterosexual,Switch,Nobody,0,1654,17.8.2012,0,0:00:00,0,0,0,unknown_risk
9103,male,41,A,Non_Verified,Heterosexual,Submisive,Nobody,0,1638,17.8.2012,0,0:00:00,1,0,0,unknown_risk
9104,male,28,G,Non_Verified,Heterosexual,Dominant,Nobody,15,7,17.8.2012,0,0:00:00,0,0,0,unknown_risk
9106,male,42,C,Non_Verified,Heterosexual,Dominant,Nobody,0,1716,17.8.2012,0,0:00:00,0,0,0,unknown_risk
9107,male,25,B,Non_Verified,Heterosexual,Dominant,Nobody,0,1716,17.8.2012,0,0:00:00,0,0,0,unknown_risk
9108,male,37,G,Non_Verified,Heterosexual,Dominant,Men,0,1715,17.8.2012,0,0:00:00,0,0,0,unknown_risk
9109,male,56,A,Non_Verified,bisexual,Submisive,Nobody,15,1689,17.8.2012,0,0:00:00,0,0,0,unknown_risk
9110,male,38,A,Non_Verified,Heterosexual,Dominant,Women,0,1716,17.8.2012,0,0:00:00,0,0,0,unknown_risk
9111,male,38,C,Non_Verified,Heterosexual,Dominant,Women,0,1069,17.8.2012,0,0:00:00,0,0,0,unknown_risk
9113,male,37,B,Non_Verified,Heterosexual,Submisive,Nobody,20,1321,17.8.2012,0,0:00:00,0,0,4,unknown_risk
9114,male,27,H,Non_Verified,Heterosexual,Submisive,Nobody,15,54,17.8.2012,0,0:20:00,1,0,0,unknown_risk
9116,female,37,F,Non_Verified,Heterosexual,Submisive,Nobody,0,1716,17.8.2012,0,0:00:00,0,0,0,unknown_risk
9119,male,37,A,Non_Verified,Heterosexual,Dominant,Nobody,0,169,17.8.2012,0,0:00:00,0,0,0,unknown_risk
9123,male,39,A,Non_Verified,Heterosexual,Submisive,Women,0,13,17.8.2012,0,0:00:00,0,0,0,unknown_risk
9124,male,46,A,Non_Verified,Heterosexual,Dominant,Nobody,0,381,18.8.2012,0,0:00:00,0,0,0,unknown_risk
9126,male,25,L,Non_Verified,Heterosexual,Dominant,Nobody,0,1715,18.8.2012,0,0:00:00,0,0,0,unknown_risk
9127,male,46,N,Non_Verified,Heterosexual,Dominant,Nobody,0,1595,18.8.2012,0,0:07:00,0,0,0,unknown_risk
9128,male,23,L,Non_Verified,bisexual,Submisive,Nobody,0,1715,18.8.2012,0,0:00:00,0,0,0,unknown_risk
9130,male,39,A,Non_Verified,Heterosexual,Submisive,Nobody,0,1715,18.8.2012,0,0:00:00,0,0,0,unknown_risk
9131,male,33,B,Non_Verified,Heterosexual,Switch,Nobody,0,1715,18.8.2012,0,0:00:00,1,0,0,unknown_risk
9132,male,47,N,Non_Verified,Heterosexual,Dominant,Nobody,22,5,18.8.2012,7,1:05:00,0,0,0,unknown_risk
9135,male,54,G,Non_Verified,Heterosexual,Switch,Nobody,0,1715,18.8.2012,0,0:03:00,0,0,0,unknown_risk
9136,male,40,A,Non_Verified,Homosexual,Submisive,Men,15,1338,18.8.2012,0,0:00:00,0,0,0,unknown_risk
9137,female,39,A,Non_Verified,bisexual,Switch,Men_and_Women,38,1214,18.8.2012,23,2:43:00,0,0,1,unknown_risk
9138,female,24,A,Non_Verified,Heterosexual,Submisive,Nobody,0,1715,18.8.2012,0,0:00:00,0,0,0,unknown_risk
9139,male,37,N,Non_Verified,Heterosexual,Dominant,Women,15,905,18.8.2012,0,0:00:00,0,0,0,unknown_risk
9144,male,46,A,Non_Verified,Heterosexual,Dominant,Nobody,0,1629,18.8.2012,0,0:00:00,0,0,0,unknown_risk
9145,male,37,A,Non_Verified,Heterosexual,Submisive,Women,105,3,18.8.2012,0,2:47:00,0,0,19,unknown_risk
9146,male,41,C,Non_Verified,Heterosexual,Dominant,Women,0,1,18.8.2012,0,17:36:00,0,0,0,unknown_risk
9147,male,38,S,Non_Verified,Heterosexual,Dominant,Women,0,129,18.8.2012,0,2:35:00,0,0,0,unknown_risk
9148,male,48,O,Non_Verified,Heterosexual,Switch,Nobody,15,26,18.8.2012,3,7:55:00,1,0,0,unknown_risk
915,male,39,A,Non_Verified,Heterosexual,Dominant,Women,0,1646,7.5.2010,0,0:00:00,0,0,0,unknown_risk
9151,male,32,A,Non_Verified,Heterosexual,Submisive,Nobody,15,4,18.8.2012,0,0:00:00,0,0,0,unknown_risk
9152,male,42,J,Non_Verified,Heterosexual,Submisive,Nobody,15,1228,18.8.2012,0,0:39:00,0,0,3,unknown_risk
9153,male,49,A,Non_Verified,Heterosexual,Submisive,Nobody,-20,86,18.8.2012,0,0:06:00,0,0,0,unknown_risk
9155,female,29,M,Non_Verified,bicurious,Switch,Nobody,0,1715,18.8.2012,0,0:00:00,0,0,0,unknown_risk
9156,male,47,A,Non_Verified,Heterosexual,Dominant,Nobody,0,17,18.8.2012,0,0:00:00,0,0,0,unknown_risk
9158,male,39,A,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,50,29,18.8.2012,5,0:00:00,0,0,0,unknown_risk
9161,male,35,A,Non_Verified,Heterosexual,Submisive,Women,15,92,18.8.2012,0,0:00:00,1,0,0,unknown_risk
9164,male,30,A,Non_Verified,Heterosexual,Switch,Nobody,0,75,18.8.2012,0,0:00:00,0,0,0,unknown_risk
9165,male,37,A,Non_Verified,Heterosexual,Dominant,Women,0,1025,18.8.2012,0,0:19:00,0,0,0,unknown_risk
9168,male,46,O,Non_Verified,Heterosexual,Dominant,Nobody,0,1715,18.8.2012,0,0:00:00,0,0,0,unknown_risk
9169,female,58,A,Non_Verified,bisexual,Dominant,Nobody,0,1713,18.8.2012,0,0:00:00,0,0,0,unknown_risk
917,male,33,A,Non_Verified,Homosexual,Submisive,Nobody,0,15,7.5.2010,0,0:00:00,1,0,0,unknown_risk
9172,female,40,C,Non_Verified,bisexual,Dominant,Nobody,0,1715,18.8.2012,0,0:00:00,0,0,0,unknown_risk
9173,female,48,G,Non_Verified,Heterosexual,Dominant,Men,15,1715,18.8.2012,0,0:04:00,0,0,0,unknown_risk
9175,male,55,M,Non_Verified,Heterosexual,Dominant,Nobody,0,1714,19.8.2012,0,0:00:00,0,0,0,unknown_risk
9176,female,34,A,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,0,826,19.8.2012,0,0:06:00,0,0,0,unknown_risk
9177,male,45,F,Non_Verified,bisexual,Dominant,Nobody,0,1605,19.8.2012,0,0:00:00,0,0,0,unknown_risk
9178,male,56,A,Verified,Heterosexual,Dominant,Women,8,10,19.8.2012,54,0:26:00,0,0,1,unknown_risk
9179,male,40,A,Non_Verified,Heterosexual,Submisive,Nobody,15,49,19.8.2012,0,0:00:00,0,0,0,unknown_risk
9181,male,37,G,Non_Verified,Heterosexual,Dominant,Nobody,0,1714,19.8.2012,0,0:00:00,0,0,0,unknown_risk
9185,male,28,B,Non_Verified,bisexual,Submisive,Men_and_Women,65,9,19.8.2012,0,1:01:00,0,0,0,unknown_risk
9189,male,37,A,Non_Verified,bisexual,Switch,Women,36,8,19.8.2012,1,0:05:00,0,0,2,unknown_risk
9190,male,45,O,Non_Verified,Heterosexual,Submisive,Women,15,3,19.8.2012,0,1:25:00,0,0,0,unknown_risk
9191,male,39,E,Non_Verified,Heterosexual,Submisive,Nobody,0,1584,19.8.2012,0,0:45:00,0,0,0,unknown_risk
9192,male,37,A,Non_Verified,Heterosexual,Switch,Women,65,668,19.8.2012,0,0:00:00,0,0,2,unknown_risk
9193,male,25,N,Non_Verified,Heterosexual,Submisive,Men_and_Women,15,613,19.8.2012,0,0:00:00,0,0,0,unknown_risk
9194,male,34,L,Non_Verified,Heterosexual,Dominant,Nobody,0,1714,19.8.2012,0,0:00:00,0,0,0,unknown_risk
9195,male,31,B,Non_Verified,Heterosexual,Switch,Nobody,0,1714,19.8.2012,0,0:00:00,0,0,0,unknown_risk
9196,male,51,A,Non_Verified,Heterosexual,Dominant,Nobody,15,1676,19.8.2012,0,0:00:00,0,0,0,unknown_risk
9197,male,43,M,Non_Verified,Heterosexual,Dominant,Nobody,0,1714,19.8.2012,0,0:00:00,0,0,0,unknown_risk
9198,male,33,G,Non_Verified,bisexual,Submisive,Nobody_but_maybe,0,1,19.8.2012,0,0:01:00,0,0,0,unknown_risk
9199,male,32,A,Non_Verified,bicurious,Submisive,Men_and_Women,15,1171,19.8.2012,0,0:00:00,0,0,1,unknown_risk
9201,female,21,G,Non_Verified,Heterosexual,Submisive,Nobody,0,1713,19.8.2012,0,0:00:00,0,0,0,unknown_risk
9202,male,34,A,Non_Verified,Heterosexual,Dominant,Nobody,0,1622,19.8.2012,0,0:00:00,0,0,0,unknown_risk
9203,male,26,S,Non_Verified,Heterosexual,Switch,Nobody_but_maybe,20,246,19.8.2012,0,0:00:00,0,0,7,unknown_risk
9204,female,39,A,Non_Verified,bisexual,Submisive,Nobody,24,12,19.8.2012,9,13:39:00,0,0,0,unknown_risk
9205,female,24,O,Non_Verified,Heterosexual,Submisive,Nobody,15,461,19.8.2012,0,0:00:00,0,0,0,unknown_risk
9206,male,40,S,Non_Verified,Heterosexual,Dominant,Women,15,12,19.8.2012,0,0:00:00,3,0,0,unknown_risk
9208,male,40,S,Non_Verified,Heterosexual,Submisive,Nobody,15,261,19.8.2012,0,0:00:00,2,0,0,unknown_risk
921,male,53,B,Non_Verified,bisexual,Dominant,Nobody,0,41,7.5.2010,0,0:42:00,0,0,0,unknown_risk
9210,male,24,B,Non_Verified,Heterosexual,Submisive,Nobody,0,1647,19.8.2012,0,0:00:00,0,0,0,unknown_risk
9211,male,32,A,Non_Verified,Heterosexual,Submisive,Nobody,5,5,19.8.2012,0,0:02:00,0,2,1,unknown_risk
9212,male,26,A,Non_Verified,Heterosexual,Dominant,Nobody,0,1714,19.8.2012,0,0:00:00,0,0,0,unknown_risk
9215,male,29,H,Non_Verified,bisexual,Submisive,Men_and_Women,20,13,19.8.2012,6,0:33:00,1,0,0,unknown_risk
9218,male,42,G,Non_Verified,Heterosexual,Switch,Nobody,0,1714,19.8.2012,0,0:00:00,0,0,0,unknown_risk
9219,male,25,A,Non_Verified,bisexual,Dominant,Nobody,0,1714,19.8.2012,0,0:00:00,0,0,0,unknown_risk
9221,female,28,G,Non_Verified,Heterosexual,Submisive,Nobody,15,1712,19.8.2012,0,0:00:00,0,0,0,unknown_risk
9222,male,26,A,Non_Verified,bisexual,Submisive,Nobody,15,1273,19.8.2012,0,0:00:00,0,0,0,unknown_risk
9228,male,54,S,Non_Verified,Heterosexual,Submisive,Nobody,0,839,19.8.2012,0,0:00:00,0,0,0,unknown_risk
9230,male,52,A,Non_Verified,bicurious,Submisive,Nobody,0,1714,19.8.2012,0,0:00:00,0,0,0,unknown_risk
9231,male,38,B,Non_Verified,bicurious,Dominant,Nobody,15,285,19.8.2012,0,0:00:00,4,0,0,unknown_risk
9232,male,32,A,Non_Verified,Heterosexual,Submisive,Nobody,0,3,19.8.2012,0,0:00:00,0,0,0,unknown_risk
9233,male,29,N,Non_Verified,bicurious,Submisive,Nobody,0,1714,19.8.2012,0,0:00:00,0,0,0,unknown_risk
9234,male,34,K,Non_Verified,Heterosexual,Dominant,Nobody,0,1,19.8.2012,0,0:00:00,0,0,0,unknown_risk
9234,male,34,K,Non_Verified,Heterosexual,Dominant,Nobody,0,1,19.8.2012,0,0:00:00,0,0,0,unknown_risk
9236,male,58,H,Verified,Heterosexual,Switch,Men_and_Women,285,1,19.8.2012,56,0:17:00,11,2,0,unknown_risk
9237,male,37,G,Non_Verified,Heterosexual,Submisive,Nobody,15,37,20.8.2012,0,0:00:00,0,0,0,unknown_risk
9238,female,38,K,Non_Verified,bicurious,Submisive,Men,15,1289,20.8.2012,0,0:00:00,0,0,0,unknown_risk
9239,male,35,A,Non_Verified,Heterosexual,Switch,Nobody,0,1713,20.8.2012,0,0:00:00,0,0,0,unknown_risk
9240,male,26,A,Non_Verified,bisexual,Dominant,Nobody,0,1713,20.8.2012,0,0:00:00,0,0,0,unknown_risk
9241,male,30,A,Non_Verified,bicurious,Switch,Women,15,880,20.8.2012,0,0:00:00,1,0,0,unknown_risk
9246,female,44,B,Non_Verified,Heterosexual,Submisive,Men,0,855,20.8.2012,0,0:01:00,0,0,0,unknown_risk
9247,male,55,M,Non_Verified,Heterosexual,Dominant,Nobody,0,1712,20.8.2012,0,0:00:00,0,0,0,unknown_risk
9248,male,32,A,Non_Verified,Heterosexual,Dominant,Nobody,0,235,20.8.2012,0,0:00:00,1,0,0,unknown_risk
925,male,34,B,Non_Verified,Heterosexual,Submisive,Nobody,15,1069,9.5.2010,0,0:28:00,0,0,0,unknown_risk
9250,male,33,A,Non_Verified,Heterosexual,Dominant,Nobody,0,1713,20.8.2012,0,0:00:00,0,0,0,unknown_risk
9251,male,34,G,Non_Verified,Heterosexual,Submisive,Nobody,0,1713,20.8.2012,0,0:00:00,1,0,0,unknown_risk
9252,male,39,B,Non_Verified,Heterosexual,Dominant,Nobody,15,1681,20.8.2012,0,0:00:00,0,0,0,unknown_risk
9253,male,41,A,Non_Verified,Heterosexual,Dominant,Nobody,0,1341,20.8.2012,0,0:00:00,1,0,0,unknown_risk
9254,male,38,A,Non_Verified,Heterosexual,Dominant,Nobody,0,194,20.8.2012,0,0:00:00,0,0,0,unknown_risk
9255,male,40,B,Non_Verified,Heterosexual,Dominant,Nobody,0,1712,20.8.2012,0,0:09:00,0,0,0,unknown_risk
9256,female,30,H,Non_Verified,Heterosexual,Dominant,Nobody,15,1172,20.8.2012,0,0:00:00,0,0,0,unknown_risk
9257,male,55,A,Non_Verified,Heterosexual,Dominant,Nobody,1,128,20.8.2012,1,8:59:00,0,0,0,unknown_risk
9258,male,40,A,Non_Verified,Heterosexual,Submisive,Nobody,0,1703,20.8.2012,0,0:00:00,0,0,0,unknown_risk
9262,male,37,C,Non_Verified,Heterosexual,Switch,Men_and_Women,0,1201,20.8.2012,0,1:38:00,0,0,0,unknown_risk
9263,male,39,G,Non_Verified,Heterosexual,Dominant,Nobody,0,480,20.8.2012,0,0:38:00,0,0,0,unknown_risk
9265,female,63,C,Non_Verified,Heterosexual,Submisive,Nobody,15,1272,20.8.2012,0,0:00:00,0,0,0,unknown_risk
9266,male,28,A,Non_Verified,Heterosexual,Submisive,Nobody,0,261,20.8.2012,0,0:00:00,0,0,0,unknown_risk
9267,male,28,L,Verified,Heterosexual,Switch,Women,153,444,20.8.2012,77,2:59:00,0,0,0,unknown_risk
9268,male,38,A,Non_Verified,Heterosexual,Dominant,Women,0,1709,20.8.2012,0,0:16:00,0,0,0,unknown_risk
9269,male,31,A,Non_Verified,Heterosexual,Submisive,Women,30,172,20.8.2012,0,0:00:00,0,0,3,unknown_risk
9270,male,45,A,Non_Verified,Heterosexual,Dominant,Women,0,1713,20.8.2012,0,0:00:00,0,0,0,unknown_risk
9271,male,29,L,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,20,24,20.8.2012,7,3:35:00,0,0,0,unknown_risk
9272,male,56,A,Non_Verified,Heterosexual,Submisive,Nobody,0,1712,20.8.2012,0,0:00:00,0,0,0,unknown_risk
9273,male,47,A,Non_Verified,bisexual,Dominant,Nobody,0,1713,20.8.2012,0,0:00:00,0,0,0,unknown_risk
9274,male,39,L,Non_Verified,bisexual,Submisive,Nobody,0,1713,20.8.2012,0,0:00:00,0,0,0,unknown_risk
9276,male,41,B,Non_Verified,bisexual,Submisive,Nobody,15,296,20.8.2012,0,0:07:00,1,0,0,unknown_risk
9278,female,26,J,Non_Verified,bicurious,Submisive,Men_and_Women,25,3,20.8.2012,0,30:25:00,0,0,2,unknown_risk
9281,female,25,B,Non_Verified,Heterosexual,Submisive,Nobody,14,99,20.8.2012,17,0:00:00,0,0,0,unknown_risk
9282,male,30,A,Non_Verified,Heterosexual,Switch,Men_and_Women,0,1050,20.8.2012,0,0:00:00,0,0,0,unknown_risk
9283,male,47,A,Non_Verified,Heterosexual,Switch,Nobody,0,1704,20.8.2012,0,0:00:00,0,0,0,unknown_risk
9284,male,28,K,Non_Verified,bisexual,Submisive,Nobody,0,1490,20.8.2012,0,0:00:00,0,0,0,unknown_risk
9285,male,36,G,Non_Verified,bisexual,Submisive,Nobody,30,1529,20.8.2012,0,0:00:00,0,0,3,unknown_risk
9286,male,37,A,Non_Verified,Heterosexual,Submisive,Nobody,0,1713,20.8.2012,0,0:00:00,0,0,0,unknown_risk
9287,male,30,A,Non_Verified,bicurious,Switch,Nobody,0,1713,20.8.2012,0,0:00:00,0,0,0,unknown_risk
9288,male,41,A,Non_Verified,Heterosexual,Dominant,Nobody,0,1701,20.8.2012,0,0:00:00,0,0,0,unknown_risk
9294,male,46,L,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,10,61,21.8.2012,10,0:02:00,0,0,0,unknown_risk
9296,male,40,B,Non_Verified,Heterosexual,Switch,Nobody,0,1705,21.8.2012,0,0:00:00,0,0,0,unknown_risk
9297,male,42,E,Non_Verified,Heterosexual,Switch,Nobody,0,951,21.8.2012,0,0:00:00,0,0,0,unknown_risk
9300,male,33,A,Non_Verified,Heterosexual,Dominant,Nobody,0,1712,21.8.2012,0,0:00:00,0,0,0,unknown_risk
9302,male,31,M,Non_Verified,Heterosexual,Switch,Nobody,0,136,21.8.2012,0,0:00:00,0,0,0,unknown_risk
9303,male,32,A,Non_Verified,Heterosexual,Submisive,Nobody,5,782,21.8.2012,0,0:00:00,1,0,5,unknown_risk
9304,male,37,C,Non_Verified,bisexual,Submisive,Nobody,0,1706,21.8.2012,0,0:00:00,0,0,0,unknown_risk
9305,male,42,A,Non_Verified,bicurious,Switch,Nobody,86,192,21.8.2012,22,0:01:00,0,0,0,unknown_risk
9308,male,43,G,Non_Verified,Heterosexual,Dominant,Women,15,344,21.8.2012,0,4:04:00,1,0,0,unknown_risk
9309,male,38,B,Non_Verified,Heterosexual,Submisive,Nobody,0,1710,21.8.2012,0,0:00:00,0,0,0,unknown_risk
9310,male,41,F,Non_Verified,Heterosexual,Dominant,Nobody,0,1526,21.8.2012,0,0:00:00,0,0,0,unknown_risk
9312,male,56,C,Non_Verified,bisexual,Switch,Nobody,0,1,21.8.2012,0,0:08:00,0,0,0,unknown_risk
9313,male,39,A,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,62,1,21.8.2012,15,138:30:00,2,4,1,unknown_risk
9315,male,37,G,Non_Verified,Heterosexual,Dominant,Nobody,7,95,21.8.2012,7,0:00:00,0,0,0,unknown_risk
9316,male,41,L,Non_Verified,Heterosexual,Submisive,Nobody,0,586,21.8.2012,0,1:08:00,0,0,0,unknown_risk
9318,male,25,M,Non_Verified,Heterosexual,Dominant,Women,35,32,21.8.2012,1,4:43:00,1,0,0,unknown_risk
9320,male,37,K,Non_Verified,Heterosexual,Submisive,Women,15,86,21.8.2012,0,0:02:00,0,0,0,unknown_risk
9323,male,37,E,Non_Verified,bisexual,Dominant,Nobody,0,1706,21.8.2012,0,0:00:00,0,0,0,unknown_risk
9324,male,28,A,Non_Verified,Heterosexual,Switch,Nobody,0,1708,21.8.2012,0,0:00:00,0,0,0,unknown_risk
9325,male,33,O,Non_Verified,bisexual,Switch,Nobody,0,1712,21.8.2012,0,0:00:00,0,0,0,unknown_risk
9326,male,39,H,Non_Verified,Heterosexual,Dominant,Women,15,5,21.8.2012,0,11:26:00,0,0,0,unknown_risk
9331,male,48,K,Non_Verified,bisexual,Switch,Nobody,0,1699,21.8.2012,0,0:00:00,0,0,0,unknown_risk
9332,female,47,J,Non_Verified,Heterosexual,Submisive,Nobody,300,1,21.8.2012,0,0:05:00,0,0,78,unknown_risk
9332,female,47,J,Non_Verified,Heterosexual,Submisive,Nobody,300,1,21.8.2012,0,0:05:00,0,0,78,unknown_risk
9335,female,27,K,Non_Verified,Heterosexual,Submisive,Nobody,0,1712,21.8.2012,0,0:00:00,0,0,0,unknown_risk
9337,male,43,A,Non_Verified,Heterosexual,Dominant,Women,0,768,21.8.2012,0,0:01:00,0,0,0,unknown_risk
934,male,48,G,Non_Verified,Heterosexual,Dominant,Women,15,47,10.5.2010,0,0:26:00,1,0,0,unknown_risk
9342,male,34,A,Non_Verified,Heterosexual,Switch,Women,15,3,21.8.2012,2,35:00:00,2,0,0,unknown_risk
9344,male,38,A,Non_Verified,Heterosexual,Submisive,Nobody,0,1670,22.8.2012,0,0:00:00,0,0,0,unknown_risk
9345,male,40,A,Non_Verified,Heterosexual,Dominant,Women,0,1440,22.8.2012,0,0:00:00,0,0,0,unknown_risk
9346,male,48,K,Non_Verified,Heterosexual,Dominant,Nobody,0,1711,22.8.2012,0,0:00:00,0,0,0,unknown_risk
9347,male,30,K,Non_Verified,Heterosexual,Dominant,Nobody,0,1711,22.8.2012,0,0:00:00,0,0,0,unknown_risk
9348,female,28,A,Non_Verified,bisexual,Switch,Nobody,0,655,22.8.2012,0,0:00:00,1,0,0,unknown_risk
935,male,39,B,Non_Verified,Heterosexual,Switch,Women,0,714,10.5.2010,0,0:01:00,0,0,0,unknown_risk
9350,male,36,A,Non_Verified,Heterosexual,Submisive,Nobody,15,1511,22.8.2012,0,0:00:00,0,0,0,unknown_risk
9352,male,39,O,Non_Verified,Heterosexual,Submisive,Nobody,0,1711,22.8.2012,0,0:00:00,0,0,0,unknown_risk
9353,male,33,A,Non_Verified,Heterosexual,Dominant,Nobody,0,1711,22.8.2012,0,0:00:00,0,0,0,unknown_risk
9354,female,24,L,Non_Verified,bisexual,Switch,Nobody,21,28,22.8.2012,13,0:11:00,0,0,0,unknown_risk
9355,male,38,A,Non_Verified,Heterosexual,Dominant,Nobody,0,1711,22.8.2012,0,0:00:00,0,0,0,unknown_risk
9357,male,37,A,Non_Verified,Heterosexual,Submisive,Nobody,0,1571,22.8.2012,0,0:00:00,0,0,0,unknown_risk
9359,male,34,A,Non_Verified,bicurious,Switch,Women,0,3,22.8.2012,0,0:03:00,0,1,0,unknown_risk
9361,male,33,O,Non_Verified,Heterosexual,Dominant,Nobody,0,1675,22.8.2012,0,0:00:00,0,0,0,unknown_risk
9362,male,33,J,Non_Verified,Heterosexual,Switch,Nobody,0,35,22.8.2012,0,0:00:00,0,0,0,unknown_risk
9364,male,56,A,Non_Verified,Heterosexual,Dominant,Nobody,15,1685,22.8.2012,0,0:00:00,0,0,0,unknown_risk
9365,male,54,N,Non_Verified,Heterosexual,Switch,Women,0,1711,22.8.2012,0,0:00:00,0,0,0,unknown_risk
9367,male,46,L,Non_Verified,Heterosexual,Dominant,Nobody,15,976,22.8.2012,1,2:19:00,0,0,0,unknown_risk
9370,male,67,A,Non_Verified,Heterosexual,Dominant,Nobody,0,1709,22.8.2012,0,0:00:00,0,0,0,unknown_risk
9371,male,26,L,Non_Verified,Heterosexual,Dominant,Women,0,1544,22.8.2012,0,0:00:00,0,0,0,unknown_risk
9374,female,41,N,Non_Verified,Heterosexual,Dominant,Nobody,0,1388,22.8.2012,0,0:00:00,0,0,0,unknown_risk
9377,female,48,O,Non_Verified,Heterosexual,Submisive,Nobody,0,1711,22.8.2012,0,0:00:00,0,0,0,unknown_risk
9378,male,46,A,Non_Verified,Heterosexual,Switch,Nobody_but_maybe,15,670,22.8.2012,0,0:00:00,0,0,0,unknown_risk
9379,male,30,A,Non_Verified,Heterosexual,Dominant,Nobody,15,492,22.8.2012,0,0:00:00,0,0,1,unknown_risk
9384,male,32,B,Non_Verified,bisexual,Switch,Women,0,1710,23.8.2012,0,0:00:00,0,0,0,unknown_risk
9385,male,47,D,Non_Verified,Heterosexual,Submisive,Nobody,0,1203,23.8.2012,0,0:00:00,0,0,0,unknown_risk
9386,female,23,A,Non_Verified,bisexual,Submisive,Nobody,0,1710,23.8.2012,0,0:00:00,0,0,0,unknown_risk
9387,female,22,B,Non_Verified,bisexual,Switch,Nobody,15,476,23.8.2012,0,0:07:00,1,0,0,unknown_risk
9388,male,41,A,Non_Verified,bisexual,Submisive,Nobody,0,662,23.8.2012,0,0:00:00,0,0,0,unknown_risk
9389,female,37,A,Non_Verified,Heterosexual,Submisive,Nobody,161,14,23.8.2012,97,17:16:00,0,0,0,unknown_risk
9390,female,27,A,Non_Verified,Heterosexual,Switch,Men_and_Women,30,1670,23.8.2012,0,0:00:00,0,0,0,unknown_risk
9391,male,28,N,Non_Verified,Heterosexual,Submisive,Nobody,0,12,23.8.2012,0,0:00:00,0,0,1,unknown_risk
9393,male,62,A,Non_Verified,bisexual,Switch,Women,0,719,23.8.2012,0,0:00:00,1,0,0,unknown_risk
9395,female,54,A,Non_Verified,Heterosexual,Submisive,Nobody,15,27,23.8.2012,0,0:22:00,0,0,0,unknown_risk
9396,male,37,N,Non_Verified,bisexual,Submisive,Men_and_Women,130,18,23.8.2012,2,0:14:00,1,0,0,unknown_risk
9397,male,49,G,Non_Verified,bisexual,Submisive,Women,30,170,23.8.2012,0,0:09:00,0,0,4,unknown_risk
9399,male,29,A,Non_Verified,Heterosexual,Dominant,Men_and_Women,20,172,23.8.2012,0,0:06:00,1,0,1,unknown_risk
9400,male,43,B,Non_Verified,Heterosexual,Dominant,Nobody,0,1710,23.8.2012,0,0:00:00,0,0,0,unknown_risk
9401,male,41,H,Verified,Heterosexual,Switch,Women,165,846,23.8.2012,7,0:58:00,2,0,0,unknown_risk
9403,male,48,G,Non_Verified,Heterosexual,Submisive,Women,0,1710,23.8.2012,0,0:00:00,0,0,0,unknown_risk
9404,male,37,A,Non_Verified,Heterosexual,Dominant,Nobody,0,1705,23.8.2012,0,0:19:00,0,0,0,unknown_risk
